user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,text,date,hashtags,source,is_retweet
Canoe,Canada,"News, sports, entertainment, lifestyle, travel and tech, from one of Canada's largest general interest websites.",5/14/2007 17:26,8477,2015,1672,TRUE,"COVID-19 subvariant Kraken is spreading in Quebec, new figures show https://t.co/6Hi5TvdE3C",1/12/2023 3:31,,Echobox,FALSE
Betty C. Jung,United States,"Betty C. Jung MPH RN MCHES® Adjunct lecturer, Public Health; PHENOM Director; Webmaster #PublicHealth #Health #Science #Technology #Culture #COVID19",3/1/2010 19:12,1095,202,2931,FALSE,XBB.1.5 - the most transmissible Omicron subvariant detected so far - accounted for 27.6% of COVID-19 cases in the… https://t.co/LVuBwElpOn,1/12/2023 3:02,,Twitter Web App,FALSE
Democrat-Herald,Albany,"Your source for news in Albany, Oregon.",1/13/2009 17:55,3352,193,160,FALSE,The World Health Organization has called the XBB.1.5 subvariant the most transmissible so far. https://t.co/fsr5Qfv8Tn,1/12/2023 2:54,,SocialNewsDesk,FALSE
GazetteTimes.com,"Corvallis, OR","Your source for news and information in Corvallis, Oregon and the mid-Willamette Valley",8/14/2008 18:27,6859,1001,214,FALSE,The World Health Organization has called the XBB.1.5 subvariant the most transmissible so far. https://t.co/5YJfsf2ubt,1/12/2023 2:52,,SocialNewsDesk,FALSE
Bruno J. Navarro,"New York, USA","@bruno_j_navarro@mastodon.lol | newsroom veteran, fledgling cellist, former emt | he/they | ex @CNBC, @WWD, @TODAYshow, @NBCNews, @AP, @azcentral",6/3/2010 20:16,7495,9999,237002,TRUE,"Amid a winter wave of COVID-19 in the US, the latest coronavirus omicron subvariant, XBB.1.5, is revealing more que… https://t.co/zqxREmg9dc",1/12/2023 2:13,,Twitter for iPhone,FALSE
Public Health - Seattle & King County,"Seattle & King County, WA","Public Health - Seattle & King County works to protect and improve the health and well-being of all people in King County, WA.",5/18/2010 0:05,42531,886,2369,TRUE,@UWMedicine discusses new XBB.1.5 #COVID subvariant. New #COVID19 sub-variants have led to COVID-19 surges in the p… https://t.co/pT157397Bt,1/12/2023 2:00,"['COVID', 'COVID19']",Twitter Web App,FALSE
Max Powers,"Sea Isle City, NJ","OV1 -25. I’m an Octogenarian, I want dRUMPf 4 PRISON; Pop-Pop to 12, Dad to 5; BLM, LGBTQ,, SCIENCE IS REAL! Followed by BDD, @Ironhorse76. BLOCK TROLLS,MAGA",8/31/2018 19:14,10930,11828,1720,FALSE,"WHO weighs in on Omicron XBB.1.5 subvariant; US extends COVID health emergency | CIDRAP

XBB.1.5 continues apace. W… https://t.co/UWjvWg9fqB",1/12/2023 0:55,,Twitter for iPhone,FALSE
gene,Japan,"Covid hasn’t given up all its secrets. Here are 6 mysteries experts hope to unravel
https://t.co/0kQIAWSjtD…",5/25/2020 6:41,111,157,1761,FALSE,WHO weighs in on Omicron XBB.1.5 subvariant; US extends COVID health emergency https://t.co/XYa9aLJazq,1/12/2023 0:50,,Twitter Web App,FALSE
Healthy Torontonians,"Toronto, Ontario",Towards a Healthy Life!,9/24/2016 23:32,93,52,0,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says https://t.co/Et4ku6ieuW https://t.co/BexJefzxlZ",1/12/2023 0:32,,dlvr.it,FALSE
Immunisation Coalition,"Melbourne, Australia",The Immunisation Coalition is an Australian not for profit advocacy group with a mission to create awareness for the importance of immunisation,1/30/2013 1:03,1102,1500,923,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads… https://t.co/Qeqyz5eQ23,1/12/2023 0:06,,Twitter Web App,FALSE
Sam Wong AM (黃樹樑）,"Canberra, Australian Capital Territory","Past Chair, Aust Red Cross(ACT Division); former Principal Pharmacist, TGA, Dept of Health, Aust Government (retired after 37 years). Now a full time Volunteer.",5/9/2013 9:35,679,418,283,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads - ABC Ne… https://t.co/TpfboKIRW0,1/11/2023 23:27,,Twitter for iPhone,FALSE
OSAP.org,"Atlanta, GA","The Organization for Safety, Asepsis and Prevention promotes infection prevention & safety policies & practices to the global dental community.",2/17/2010 15:24,1321,678,289,FALSE,WHO weighs in on Omicron XBB.1.5 subvariant; US extends COVID health emergency https://t.co/yih1sCpb4N,1/11/2023 22:57,,Twitter Web App,FALSE
URNewz.net,,,8/11/2022 2:00,61,62,0,FALSE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says #news #health https://t.co/yjbhZfPknG",1/11/2023 22:46,"['news', 'health']",urnewz.net prod,FALSE
Global National,Watch online,"The most informative half-hour in Canada. Weeknights with @DFriesenGlobal. For breaking news, follow @globalnews.",11/27/2008 18:07,259787,429,1593,TRUE,"XBB.1.5. in Canada: New COVID-19 subvariant cases have doubled in a week, PHAC says https://t.co/oO1VMpX7Xq https://t.co/Rgu8XgRJgo",1/11/2023 22:32,,dlvr.it,FALSE
Globalnews.ca,,Breaking Canadian news with a fresh perspective on local & international headlines 🚨YT: https://t.co/ZNfHkcqrqK 🚨 TikTok: https://t.co/kAUcasXShd,2/22/2010 17:53,830963,298,12701,TRUE,"The number of confirmed cases of the COVID-19 XBB.1.5. subvariant has reached a total of 42 cases as of Monday, the… https://t.co/V3bHWVTAEG",1/11/2023 22:31,,SocialFlow,FALSE
Julio Marchi © Speaks Out,United States,"Technology Scientist, Executive & Entrepreneur. Startup Aficionado. Software Engineer. Publisher & Journalist Enthusiast. Passionate Storyteller & Musician.",5/4/2009 18:08,5964,5343,542,FALSE,"New, more transmissible COVID-19 subvariant XBB.1.5 on the rise - WPVI-TV

-- News | The Perfect Enemy:… https://t.co/cEpddM1zxC",1/11/2023 22:21,,Omnihanded Interactive News,FALSE
Mr. Skanner,NY,"A lone wolf that reads, learns, and shares for those willing to expand their horizons and break free from mainstream media and their own little centrist bubble.",7/22/2012 2:32,299,1291,14,FALSE,"New, more transmissible COVID-19 subvariant XBB.1.5 on the rise - WPVI-TV

-- News | The Perfect Enemy:… https://t.co/nuQzXdTd98",1/11/2023 22:21,,Omnihanded MrSkanner App,FALSE
Amesh Adalja,"Pittsburgh, Baltimore, NYC","Infectious disease MD (also CCM & EM) focused on pandemics, emerging infections, biosecurity, biotech https://t.co/0U7G1vKrK6",12/16/2010 20:41,39584,2143,5029,TRUE,“More than 82% of XBB.1.5 sequences are from US”  https://t.co/q65vnnvqPV,1/11/2023 22:13,,Twitter for iPad,FALSE
Liz Szabo,"Washington, D.C.","Senior correspondent at Kaiser Health News. I normally cover the quality of medical care for seniors. Now, I cover COVID-19. She/Her RTs aren't endorsements.",6/17/2009 20:51,70343,40721,38874,TRUE,WHO weighs in on Omicron XBB.1.5 subvariant; US extends COVID health emergency https://t.co/ELMpZVnNT0,1/11/2023 22:11,,Twitter for iPhone,FALSE
CIDRAP,"Minneapolis, MN",the Center for Infectious Disease Research and Policy at the University of Minnesota,4/29/2009 16:56,36004,327,1449,TRUE,"WHO weighs in on Omicron XBB.1.5 subvariant; US extends #COVID health emergency

The WHO included a caveat that the… https://t.co/ZbjoqJFoX3",1/11/2023 21:57,['COVID'],Hootsuite Inc.,FALSE
Crawford Kilian,"North Vancouver, BC",Retired college teacher & persistent writer. Now on Substack https://t.co/ZI2mFCndIM Born 1941 (CO2 ppm: 310). Polio survivor.,1/15/2009 22:39,10658,4203,5937,FALSE,WHO weighs in on Omicron XBB.1.5 subvariant; US extends COVID health emergency https://t.co/gvwfJTZacy,1/11/2023 21:53,,Twitter Web App,FALSE
Los Angeles Times,"El Segundo, CA",News from a West Coast perspective.,10/9/2008 11:07,3998742,6886,3337,TRUE,"XBB.1.5 “is the most transmissible subvariant that has been detected yet,” said Dr. Maria Van Kerkhove, the World H… https://t.co/U0tiOzNuXu",1/11/2023 20:45,,SocialNewsDesk,FALSE
Cape Argus,"Cape Town, South Africa","Cape Town's oldest daily newspaper, bringing you the news since 1857. We publish in the morning and afternoon and online. Visit our Facebook page to comment.",11/8/2010 4:45,49699,820,394,FALSE,ICYMI: The National Health Department said it would not be imposing any travel restrictions or internal measures af… https://t.co/YSPTOrkyXK,1/11/2023 20:43,,Echobox,FALSE
Daily Maverick,South Africa,"The need to Defend Truth has never been greater. Support free, fair, fearless reporting. Become a Maverick Insider: https://t.co/ifFGQCBOOD",9/4/2009 17:58,553139,1907,192,TRUE,"Looking at information from the US, the ‘incredibly transmissible’ XBB.1.5 subvariant of Omicron might become the d… https://t.co/Zm73FmUwpN",1/11/2023 20:41,,Echobox,FALSE
Sofia Rita Belmonte,Canberra,(CCCD) - (CBL-C-B12) Patient HRS Pioneer of Proven Combined Cobalamin C (MMA with HCU) Metabolic IEM Genetic  Defect. E Activist.,12/11/2015 23:31,616,3818,21175,FALSE,"BE AWARE 
A new COVID-19 variant has been detected in Australia called XBB.1.5. Here’s what experts say about it… https://t.co/ZaS23kYnUB",1/11/2023 20:32,,Twitter Web App,FALSE
Hickory Daily Record,"Hickory, NC",Serving the Catawba Valley region for 100 years. Send news tips to news@hickoryrecord.com & sports@hickoryrecord.com,5/4/2009 17:58,8447,205,0,FALSE,The Triad is being advised by local infectious diseases experts to brace for another highly contagious COVID-19 omi… https://t.co/ozwVQWD4xD,1/11/2023 20:17,,SocialNewsDesk,FALSE
ProMED-EAFR,Anglophone Africa,"ProMED-EAFR is a sub-regional initiative of ProMED-mail focusing on emerging diseases in humans, animals and crops in Anglophone Africa",8/4/2010 20:02,423,6,0,FALSE,"PRO/EAFR&gt; COVID-19 update (01): South Africa, new omicron subvariant, XBB.1.5 https://t.co/SIYTzYC0H7",1/11/2023 20:01,,Zapier.com,FALSE
Nat'l Urban League,New York,"The National Urban League is the nation's largest historic civil rights + urban advocacy org., devoted to empowering communities + changing lives since 1910.",2/19/2009 15:35,109486,1943,8338,TRUE,"COVID-19 hospitalizations have shot up 70% nationwide in recent weeks. There's also a new Omicron subvariant, XBB.… https://t.co/Nvt79Y6RpD",1/11/2023 19:36,,Twitter Web App,FALSE
Dan Levy,Toronto,Tech Aficionado. Problem Solver. Renaissance Guy. Puts Words Together Good. Photographer. @GiftofLife Donor & Ambassador. https://t.co/wEw5Soqhl3,12/17/2008 4:58,6906,1605,11906,FALSE,"I totally missed the discovery of this new Omicron subvariant

Who informally named it ""Kraken""? Are we naming all… https://t.co/3GoUwfjAol",1/11/2023 19:36,,Twitter Web App,FALSE
Genevieve Poole,,,9/16/2020 15:39,1177,4999,63387,FALSE,"It was nuts to remove the mask mandate for flights in the first place

Mandate Masks 😷 

Masks recommended on long-… https://t.co/hgdmTJEyCP",1/11/2023 19:32,,Twitter Web App,FALSE
S,Wild Blue Yonder,"#StandWithUkraine. COVID deniers spreading misinformation! followed by Dworkin, GLENN KIRSCHNER. vaccinated. COVID is Airborne! f Putin",1/26/2014 3:29,5683,6064,274407,FALSE,"This renewal comes as a more transmissible COVID-19 omicron subvariant makes its way across the Northeast. XBB.1.5,… https://t.co/kYDMg5Xzp4",1/11/2023 19:08,,Twitter for iPad,FALSE
Richard Craver,,"Winston-Salem Journal senior business, healthcare and N.C. General Assembly reporter since January 2003.",2/8/2010 17:41,879,8,4,FALSE,The Triad is being advised by local infectious diseases experts to brace for another highly contagious COVID-19 omi… https://t.co/ROfFenukoS,1/11/2023 18:52,,Twitter Web App,FALSE
Winston-Salem Journal,"Winston-Salem, N.C.","Your local news source for Winston-Salem & Northwest North Carolina, since 1897. #wsnc",3/9/2009 19:12,61118,910,701,FALSE,The Triad is being advised by local infectious diseases experts to brace for another highly contagious COVID-19 omi… https://t.co/PLQnzcAnKM,1/11/2023 18:42,,SocialNewsDesk,FALSE
KVOA News 4 Tucson,"Tucson, Arizona","Broadcasting live from Tucson, Arizona.",11/20/2008 23:17,87374,1596,1948,TRUE,Wednesday's renewal comes amid the emergence of the Omicron XBB.1.5 subvariant. https://t.co/QuzU7P5cHh,1/11/2023 18:30,,SocialNewsDesk,FALSE
Instopic,,"All the hot topics, instantly! Generated by AI and Machine Learning. Help by voting on the quality of articles. All images generated by Dall•E2.",12/22/2022 7:29,1,2,0,FALSE,"South Africa steps up testing and monitoring in response to the discovery of the XBB1.5 subvariant, while universit… https://t.co/C3UXVsi34G",1/11/2023 18:10,,instopic_post,FALSE
WSIL News,"Carterville, IL","News 3 WSIL serves viewers in southern Illinois, southeast Missouri and western Kentucky.",2/24/2009 22:41,38166,239,251,TRUE,Wednesday's renewal comes amid the emergence of the Omicron XBB.1.5 subvariant. https://t.co/gj2EFIZqgw,1/11/2023 18:05,,SocialNewsDesk,FALSE
Liz 😒😷,,"GenX, lifelong atheist, liberal, Pet Shop Boys, Britney & Hello Kitty addict, misanthropic, anti-natalist, militantly childfree & pro-choice.",2/20/2010 8:57,2504,2351,214663,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads… https://t.co/UX5KiOWE4Y,1/11/2023 17:30,,Twitter Web App,FALSE
CBS Austin,"Austin, Texas","News, weather and sports updates from CBS Austin in Austin, Texas.",4/29/2008 23:00,116682,13100,2921,TRUE,"The COVID-19 omicron subvariant XBB. 1.5 has been officially identified in Austin-Travis County, according to the A… https://t.co/iylGVwmxwN",1/11/2023 17:09,,TweetDeck,FALSE
Montreal Gazette,"Montreal, QC","Follow for features, news and to-the-minute updates on developing stories. Join the conversation.",8/5/2009 16:21,253279,363,725,TRUE,"COVID-19 subvariant Kraken is spreading in Quebec, new figures show https://t.co/O1JjRSTWAM",1/11/2023 16:42,,Echobox,FALSE
Newbe Lyn,,自媒体,5/27/2022 16:12,10,36,4,FALSE,"New Omicron subvariant XBB.1.5 is spreading quickly in the United States, and is estimated to account for nearly 30… https://t.co/aaV50acixz",1/11/2023 15:46,,Publer.io,FALSE
Val Giddings,,"ITIF life sci guru, professional skeptic, biotech expert, policy wonk, beekeeper, lover of wilderness. will travel miles for dark night skies. opinions my own.",2/5/2013 16:35,5422,5963,62646,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads… https://t.co/GT00Ipv9Ut,1/11/2023 15:27,,Twitter Web App,FALSE
Gate 15,United States of America,"Risk Management: Info / Threat Analysis, Operations, Preparedness & Critical Infrastructure Security & Resilience https://t.co/vrCkP4dQVt",5/5/2014 18:01,2349,3039,25125,FALSE,Europe sees small but growing presence of COVID XBB.1.5 subvariant https://t.co/wBNqjXgnYL #COVID,1/11/2023 14:56,['COVID'],Twitter for Mac,FALSE
Deming Headlight,"Deming, New Mexico","Your information resource for news, sports, and entertainment in Deming, and Southwestern New Mexico.",9/24/2010 18:04,2137,219,180,TRUE,New COVID-19 subvariant XBB.1.5 arrives in New Mexico.#COVID19 #CovidIsNotOver  https://t.co/uYTh5cb2Qc,1/11/2023 14:38,"['COVID19', 'CovidIsNotOver']",Twitter Web App,FALSE
Jess,Covid Free Zone ,Lover of all animals. Nature admirer. Elderly advocate. Bookworm. Sarcastic & compassionate. Music lover. Fierce Mama bear. #WeNotMe #COVIDISAIRBORNE,6/7/2011 2:46,28982,5215,169709,FALSE,"New Brunswick reports 9 COVID-19 deaths, confirms 1st cases of new Omicron subvariant XBB.1.5 https://t.co/sgL33NpM7L",1/11/2023 14:23,,Twitter for iPhone,FALSE
Andy_Weeble_Weaver💙⚫🥀🦡🐿️🌍😷💉×4,"Perry, Birmingham, Gaia","Squirrel Herder,
Iconoclast,
Rejoiner,
Republican,
Brummie,
Atheist,
(Lapsed Solipsist),
Human,
Xenophile.

@andyweaver@mastodonapp.uk",3/30/2019 17:05,4181,5001,405749,FALSE,"""Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads""

•XBB.… https://t.co/yO8E5gaRUa",1/11/2023 13:41,,Twitter for Android,FALSE
Pandemia,,All things pandemic focusing currently on COVID-19 or to give it its common name coronavirus.,3/26/2020 22:59,24,42,17,FALSE,Europe sees small but growing presence of COVID XBB.1.5 subvariant #Coronavirus #Covid-19 https://t.co/gSttW2w7vp,1/11/2023 13:05,"['Coronavirus', 'Covid']",SocialBee.io v2,FALSE
Chris Jones,"Newcastle, New South Wales",I am an enemy of China Communist Party and everything it stands for. I promote the Rights of citizens and hope for a new vital Government of and for the people.,9/21/2011 9:43,848,228,7679,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads - ABC Ne… https://t.co/GAUchHO4V4,1/11/2023 13:04,,Twitter Web App,FALSE
Sandbird,Greece,Love coding,11/8/2010 22:15,1378,707,25978,FALSE,"Europe sees small but growing presence of COVID XBB.1.5 subvariant

WHO European office said data from countries in… https://t.co/L74weX7dFN",1/11/2023 12:53,,Twitter Web App,FALSE
KUWAIT TIMES,Kuwait,The First English Daily in the Arabian Gulf | Since 1961 | For Arabic News @kuwaitnews,11/8/2011 19:01,45623,2,235,TRUE,"The XBB.1.5 subvariant of the #Omicron strain of the #COVID-19 varius has been detected in #Kuwait, the ministry of… https://t.co/jpDvU8rCKb",1/11/2023 12:43,"['Omicron', 'COVID', 'Kuwait']",Twitter for iPhone,FALSE
Cynthia,,"Love all the good things in the world.💐
（互fo 图侵删）",10/5/2022 19:50,318,378,1861,FALSE,"New Omicron subvariant XBB.1.5 is spreading quickly in the United States, and is estimated to account for nearly 30… https://t.co/VkDDlWCpIs",1/11/2023 12:06,,Twitter Web App,FALSE
CatherineM,Australia ,"LaTrobe Uni,Swinburne Uni,Phillip Institute of Tech. Co-Author:Reflections on Education-Australian perspectives.Linton Medallist.Profile pic via @artlessartthou",12/23/2013 9:31,1587,527,90360,FALSE,"@SingaporeAir  Will you be adopting this recommendation, please? 
""Masks recommended on long-haul flights by World… https://t.co/DQWbUdSOqf",1/11/2023 10:56,,Twitter Web App,FALSE
SKN Observer,Saint Kitts and Nevis,The Observer is your unbiased source of news and views from St. Kitts and Nevis,11/9/2016 20:03,1054,5,0,FALSE,"US: New Omicron Covid Subvariant Causing Concern, China Downplaying Current Covid Surge: © AP The XBB.1.5 omicron s… https://t.co/UKTfcZo6ZB",1/11/2023 10:40,,dlvr.it,FALSE
Yvonne Yong,,"TV news broadcaster, currently with ABC Australia. Views posted here are my own",10/12/2012 11:26,2995,667,676,FALSE,Tonight on #TheWorld: A look back at the life of Cardinal George Pell @kt_calderwood; death toll from California fl… https://t.co/br5y3rb1D5,1/11/2023 10:14,['TheWorld'],TweetDeck,FALSE
福武 忍,たこやき星,"動物の絵を描いています。
Mastodonはこちら https://t.co/shWNWbTQxz",9/6/2009 7:39,2849,2843,116251,FALSE,Europe sees small but growing presence of COVID XBB.1.5 subvariant https://t.co/gYoQaaZy8Q,1/11/2023 9:42,,Twitter Web App,FALSE
Just Davo,Sydney,"Aging metalhead, Ex Yorkshireman  Cyclist of no note. Labor supporter, Bankrupt Pensioner. Oh well ,Tolerates many points of view, Except Ignorance.",3/6/2009 10:48,5885,5877,18330,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads https://t.co/HIQGgCaSPh,1/11/2023 8:54,,Twitter Web App,FALSE
Khaleej Times,United Arab Emirates,"The official Twitter feed of Khaleej Times, the UAE's first and leading English daily
https://t.co/bKx3o3oPhX",1/11/2009 7:56,970224,1237,30,TRUE,".@WHO urges travellers to wear masks as new #Covid19 variant spreads

XBB.1.5 — the most transmissible #Omicron sub… https://t.co/o666xGwkHw",1/11/2023 8:41,"['Covid19', 'Omicron']",Twitter Web App,FALSE
SEMIP,South East Melbourne,,1/10/2011 4:29,365,720,1870,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads - ABC Ne… https://t.co/JGmNle30i2,1/11/2023 8:21,,Twitter for iPhone,FALSE
Global Roamer,,,8/15/2014 3:51,123,241,4707,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads - ABC Ne… https://t.co/jCrwTi8bML,1/11/2023 8:21,,Twitter for iPhone,FALSE
Jürgen W.,Australia,Flâneur Boards Advisor Mentor 🚗,4/8/2010 23:08,615,1159,13132,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads - ABC Ne… https://t.co/jZFSzwg4oF,1/11/2023 8:20,,Twitter for iPhone,FALSE
💧Wayne-Sewer Rat 🐀 Proletariat - Rogers,"Corio, Kulin Nation Land","Retired postie & lots more, ex pastor , kitchen hand/cook , carer , adult shop attendant , swimming pool attendant , office clerk  , filing clerk. NO🚫DM's .🌈",8/25/2016 15:39,2031,2530,328285,FALSE,Masks recommended on long-haul flights by WHO as COVID-19 subvariant XBB.1.5 spreads.Masks are already being recomm… https://t.co/WRLoYl8Qb1,1/11/2023 8:15,,Twitter Web App,FALSE
Liz O'Neill @lizzie_oneill@mastodon.au,"Penrith, NSW, Australia",I am a social activist with a political and humanitarian conscience. South Sydney Rabbitohs tragic. Ehlers-Danlos Syndrome. Aspiring Sculptor/Artist/Designer.,4/13/2011 12:10,2608,4898,124948,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads… https://t.co/dt0ks4MTP7,1/11/2023 7:08,,Twitter for iPhone,FALSE
Robert 😷 #COVIDisAirborne,"Wurundjeri land, Victoria",Chinese Australian 🇦🇺 | Climate Change Action ☔️🔥🏝 | Pro-science #GetBoosted #KeepMasking 💉😷 | Racism Not Welcome #StopAsianHate | He/him,8/10/2020 3:06,47,441,4858,FALSE,"TIME TO MASK UP ON FLIGHTS, PEEPS 😷🦠✈️ 💪🏻 

Masks recommended on long-haul flights by @WHO as COVID-19 subvariant X… https://t.co/HaA71mZUPe",1/11/2023 6:57,,Twitter for iPhone,FALSE
Matthew #COVIDisAirborne,"Melbourne, Victoria","Victorian HCW in Melbourne 🇦🇺. #WearAMask advocate 😷, because #COVIDisAirborne. Opinions my own. RT≠endorse. Stay safe! ❤️",6/29/2020 7:50,59,346,4612,FALSE,MASK UP 😷🦠✈️ : Masks recommended on long-haul flights by ⁦@WHO⁩ as COVID-19 subvariant XBB.1.5 spreads - ABC News A… https://t.co/G1LaHuZdAY,1/11/2023 6:55,,Twitter for iPhone,FALSE
U.C.G.1,Oceania,"Welcome to seeking answers to the past, present & the destiny of humankind.",6/26/2011 8:03,4293,4231,564,FALSE,Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads… https://t.co/FuVj0DnZHz,1/11/2023 6:23,,Twitter Web App,FALSE
NOT a Canberra Bubbler 🌲🌏🌲,Australia,"Fact checking is everybody's business.

PARODY (just kidding)

🌲🌏🌲",3/30/2013 6:48,21264,23134,38564,FALSE,"Masks recommended on long-haul flights by World Health Organization as COVID-19 subvariant XBB.1.5 spreads
 https://t.co/ezNkZeoHb5",1/11/2023 6:06,,Twitter for Android,FALSE
David Abbott,"North Carolina, USA","Contributing to COVID19 and climate discussions. Calling out all sides for ignorance,  inaccuracies, poor logic, and problematic tone. Statistician.",8/20/2018 19:42,834,1083,11804,FALSE,"WPVI-TV: New, more transmissible COVID-19 subvariant XBB.1.5 on the rise.
https://t.co/fwtmHVQWh5",1/11/2023 5:54,,Twitter for Android,FALSE
Dr Imran Sheikh 🩺,"Rotterdam, The Netherlands.","MD  MS FACP Neurosurgeon
ICR researcher in Cancer Genomics. #KCL Alumni. #NHS reg Dr. CRUK 
https://t.co/oxznFwqqLA research lead. Currently relate with Erasmus MC",11/22/2011 23:51,16023,14193,19271,FALSE,Americans 65 and older are dying at disproportionately higher rates from COVID-19. Add to this the yet-to-be-fully… https://t.co/sSvz8GnX7q,1/11/2023 4:32,,Twitter Web App,FALSE
Andy Vermaut,"Diksmuide, België","Linked to WCPDCD,  
RT is not endorsement 
ActNow for Climate 
People Forests 
Fundamental rights Postversa
Whatsapp +32499357495 
denktankcarmenta@gmail.com",4/17/2011 16:39,31422,34258,1914,FALSE,Andy Vermaut shares:WHO urges travelers to wear masks as new COVID variant spreads: XBB.1.5 — the most transmissibl… https://t.co/NGWIgaR6sC,1/11/2023 4:21,,dlvr.it,FALSE
Expat Life in Indonesia,"Jakarta Capital Region, Indone",Expat Living Guide for Indonesia,7/26/2020 16:09,104,363,0,FALSE,"The Covid-19 subvariant, XBB 1.5 or known as the Kraken variant, is known to have spread in several countries. This… https://t.co/RAQBGjuyQZ",1/11/2023 4:17,,TweetDeck,FALSE
Function Group Limited,"Sheung Wan, Hong Kong",Function Group Limited provides advisory and trader services to certain prestige broker houses and dedicated investors.,7/16/2020 7:25,20,2,0,FALSE,World Health Organization urges travellers to wear masks on long–haul flights as the new covid variant spreads said… https://t.co/SGjThCGuME,1/11/2023 3:51,,Twitter Web App,FALSE
Asia Democracy Chronicles,,"We run features, op-eds, & analyses. Our focus is on civil liberties and human rights in Asia amid Covid-19. Pitch us a story! Email us at adn@adnasia.org",9/28/2020 15:49,424,310,18,FALSE,"Concern should not wane and the public should be prepared by engaging in health measures, against the Omicron subva… https://t.co/0h6ab1ldTJ",1/11/2023 3:48,,Twitter Web App,FALSE
Function Group (Labuan) Limited,"Labuan, Malaysia","Function Group (Labuan) Limited (“FGLL”) was incorporated in Federal Territory of Labuan, Malaysia.",3/3/2021 3:58,11,1,1,FALSE,World Health Organization urges travellers to wear masks on long–haul flights as the new covid variant spreads said… https://t.co/U4DeDUgyqL,1/11/2023 3:45,,Twitter Web App,FALSE
SuperTalk Mississippi,Mississippi,News. Sports. Politics. And The Good Things. | The Conversation Starts Here. | Call: 888-808-8637 | Text: 601-879-4395 | Listen/Watch: https://t.co/ZSckpK8D1D,1/20/2009 20:26,25129,394,4777,FALSE,"A new COVID-19 omicron subvariant, XBB 1.5, is quickly emerging as the dominant strain in confirmed cases across th… https://t.co/nSym8rSjka",1/11/2023 2:07,,Buffer,FALSE
Victoria,,"44  PRESIDENT BARACK OBAMA...  #uniteblue #BlueCrew 🌊💙🇺🇸  Joe Biden 46 PRESIDENT 
VP Kamala Harris 
Resist. Resistance. 🌊💙",7/21/2009 20:45,3789,3851,15334,FALSE,@laurenboebert https://t.co/irsk5lnC1I The XBB.1.5 omicron subvariant is raising concerns of a potential surge in C… https://t.co/lXRW97Wgj9,1/11/2023 1:30,,Twitter for Android,FALSE
The Syndemic News,Airborne,"As the #SARSCoV2 / #CoViD19 pandemic ripped, it created second-order health, economic and social effects, thus becoming a #syndemic. News Partly hand-curated.",10/27/2022 18:34,92,182,13,FALSE,Europe sees small but growing presence of COVID XBB.1.5 subvariant https://t.co/5sM7BnUYCz,1/11/2023 0:17,,dlvr.it,FALSE
WCCB Charlotte's CW,"Charlotte, NC","Watch WCCB  📺 💻📱We are your #1 source for news, weather, sports & entertainment. (Mentioning us in a tweet = consent to allowing WCCB to use your tweet)",6/11/2008 1:54,85751,1578,4385,TRUE,The outbreak comes amid a post-holiday surge in COVID-19 infections driven by a new subvariant XBB.1.5 https://t.co/uYOeDyO3y3,1/11/2023 0:12,,Echobox,FALSE
Crawford Kilian,"North Vancouver, BC",Retired college teacher & persistent writer. Now on Substack https://t.co/ZI2mFCndIM Born 1941 (CO2 ppm: 310). Polio survivor.,1/15/2009 22:39,10658,4203,5937,FALSE,Europe sees small but growing presence of COVID XBB.1.5 subvariant https://t.co/cSuxL378x2,1/10/2023 23:21,,Twitter Web App,FALSE
Sara,,Jew. Zionist. I vote for Democrats but sometimes agree with Republicans. Lab leak. ✡️☸️🇺🇸🇮🇱🩼😷,1/23/2022 7:04,154,996,15115,FALSE,"COVID-19 hospitalizations on the East Coast have reached 11-month highs, fueled by the XBB.1.5 omicron subvariant,… https://t.co/rrJ7BcuW61",1/10/2023 23:09,,Twitter Web App,FALSE
